Id,Hazard
6,1.89667363167
7,3.50781517029
8,4.03603448868
9,2.34763889313
10,2.02862253189
11,2.33469045162
13,2.61609373093
14,1.81666648388
16,1.84763433933
17,2.00121674538
18,3.21829357147
20,1.97209274769
27,4.11730070114
28,2.78222026825
29,1.83959450722
30,1.98708438873
34,2.36494421959
35,2.69591696262
36,2.45271701813
37,1.97379212379
38,2.1023327589
40,2.22883675098
42,2.74999699593
46,2.14290280342
47,2.33969271183
48,2.5996399641
49,4.23435726166
51,3.2172293663
52,3.28635587692
53,1.35877978802
54,1.99436497688
55,1.61315715313
56,2.93352825642
57,1.86184945107
60,2.60863068104
61,1.70423994064
64,3.57417311668
65,2.45883562565
66,2.82576744556
68,3.25343050957
70,2.19511399269
71,1.63180069923
75,1.46601490974
76,2.76278941631
78,3.57329092026
80,1.76518378258
81,2.82150216103
82,2.50669789314
83,2.19040727615
85,1.68194386959
86,2.32583448887
87,2.16945273876
89,2.37454712391
90,2.42437477112
91,2.318029809
92,2.67913093567
95,2.36624071598
97,2.6575615406
99,2.32926418781
101,2.15644934177
102,2.57501957417
103,2.12795825005
104,2.34753015041
107,2.9276049614
108,2.15193390846
111,1.77100436687
112,3.2659116745
115,3.14308390617
119,1.77785320282
121,2.4989130497
124,1.8163346529
128,2.84528367519
130,3.15011992455
131,3.17199497223
133,2.89790673256
134,2.99373884201
137,2.2864859581
138,2.44257423878
142,3.23314175606
143,2.6235268116
144,4.71223659515
145,3.16927103996
147,2.16201097965
148,3.42252140045
152,1.72886037827
154,6.5613512516
158,1.79774465561
159,2.2572478056
160,2.91426281929
161,2.91767010689
164,1.52782518864
165,2.16333935261
166,1.75467541218
167,1.92256345749
169,2.37883348465
170,3.17266135216
171,2.8650914669
175,1.76782507896
177,2.44274873734
178,3.15418357849
180,3.98945074081
182,2.18065066338
184,2.44671192169
185,3.1864739418
186,2.04433274269
190,2.25269601345
191,2.27072343826
192,1.6596924305
195,2.98621339798
196,2.81008534431
197,1.95953361988
198,2.19736664295
199,2.81817996502
200,2.10575699806
204,2.00169696808
205,2.668369174
207,1.59584679604
208,1.68812556267
209,4.43612990379
211,3.780215168
216,3.88576569557
217,1.40272350311
220,2.46270725727
223,3.00350136757
224,2.60425226688
230,2.12160146236
232,2.10278975964
235,2.20648555756
236,2.58516204357
238,2.14584746361
240,2.1045902729
242,2.04049735069
244,2.19175922871
245,2.08996758461
248,2.64311079979
251,2.27903637886
256,2.401932621
258,3.51976003647
259,2.95930161476
261,2.91090712547
267,2.87624354362
268,1.87825374603
270,2.96478786469
272,3.82894921303
273,1.9485979557
275,1.3505781889
276,2.10275094509
277,2.95035538673
279,2.17096176147
283,2.23284990788
284,2.5717369318
286,2.03192157745
287,2.73307480812
288,1.64509356022
289,3.59027776718
292,2.46716091633
293,2.6398496151
295,2.68381893635
297,2.08682258129
301,2.93097522259
303,1.91187176704
304,2.19601662159
305,1.88442413807
308,2.38651762009
309,2.57044122219
313,2.2782741785
314,3.05305781364
315,2.06130781174
316,1.72190113068
318,2.33954629898
320,2.85426838398
324,2.57094244957
325,1.59781272411
326,1.74518499374
327,2.00585403442
328,3.46407003403
332,2.4554148674
333,3.47258439064
336,2.12659785748
339,2.45299437046
340,3.06183037758
342,2.49771435261
344,2.87865076065
345,2.37974600792
346,2.54608223438
349,2.4238089323
353,2.69662322998
355,2.45805668831
360,1.84826178551
363,2.84021921158
366,2.11770021915
367,2.14117689133
369,2.7560179472
371,3.62823719978
372,2.13799874783
374,1.7942579031
375,1.82310607433
378,2.24352331161
379,1.26463162899
381,2.78835878372
382,1.73960707188
384,2.10143887997
385,1.65740158558
387,2.48001761436
388,1.95832123756
389,2.63540558815
390,2.52484958172
393,2.47785482407
394,3.56098046303
395,2.2958165884
397,1.67756974697
398,3.09931263924
399,2.74412956238
403,2.40845558643
404,1.93132379055
406,1.81161923409
407,2.01299204826
410,1.51522357464
411,1.92938432693
412,1.41809136868
413,3.16791329384
417,2.5264647007
419,2.24723834991
422,3.37876849174
425,1.77939555645
426,2.78118135929
427,3.93774428368
432,2.11328294277
434,2.03071446419
437,2.21299395561
438,1.98659207821
440,2.93254497051
441,3.05852732658
443,1.57396583557
445,2.71720540524
447,1.97874817848
449,2.32217934132
450,2.16923544407
451,2.08741183281
453,2.38187758923
455,1.41395559311
456,3.08051924706
459,2.74849107265
461,2.2792737484
463,2.18120038509
466,3.52697210312
467,2.03029117584
469,2.36363503933
470,2.99032154083
472,2.3044154644
477,2.57542059422
481,1.46001405716
485,2.44003367424
492,2.10879530907
494,2.05229065418
497,2.41890039444
503,2.01179642677
504,2.64374501705
507,3.09534130096
509,2.21114768982
511,2.85513563156
512,1.87553007603
513,2.09119765759
516,3.28399610519
517,1.8243594408
518,1.74022564888
522,2.54594750404
525,1.76201987267
526,1.8152623415
527,3.94494876862
529,1.97525150776
534,3.70864300728
538,1.38949170113
540,3.36596207619
541,1.30106753111
542,2.96462907791
543,4.67228417397
544,3.05117692947
546,1.77160482407
547,1.87138473988
550,2.30506515503
554,2.50991802216
556,1.75353033543
558,2.3331789732
559,1.77588808537
560,3.07186160088
564,2.55678286552
565,1.54166328907
566,2.64280176163
567,3.1152586937
568,2.23871946335
570,2.12668755054
571,2.53310756683
575,2.820621562
576,2.97976164818
585,1.69838731289
586,2.67012767792
589,1.79768095016
590,2.33748307228
591,2.50713050365
593,2.046803689
594,2.07901420593
595,1.79529685974
596,2.33291511536
597,1.84179456234
598,2.20732924938
599,2.4404309988
600,2.86501297951
601,2.1057434082
609,2.00611336231
613,3.07305345535
619,2.83135712147
620,2.44496998787
621,3.74497585297
622,2.48806829453
623,1.83937134743
625,2.92723135948
626,1.89031426907
628,1.9330627203
629,2.92797677517
633,2.52454712391
634,2.17401709557
635,4.80738811493
636,1.99180669785
637,2.39809405804
638,1.93318943977
639,2.15437977314
640,2.85189070702
643,2.48759269714
645,1.84259567261
646,3.04563236237
647,1.71426873207
649,2.26622538567
650,2.3287648201
654,2.08279678822
656,1.41453411579
657,2.32718236446
661,2.50652387142
662,2.11664457321
663,2.97706365585
664,1.6605650425
667,2.20719065666
668,2.60170960426
672,1.75918388367
673,2.2804060936
675,2.50571444035
676,1.77910387516
677,2.35164995193
678,2.9189604044
679,3.17843141556
682,1.58091831207
684,1.90445511341
686,2.50039393902
687,3.41110219955
688,2.51512432098
689,2.23758320808
690,1.65794050694
691,2.66937308311
693,2.23896636963
694,2.02764554024
695,1.92912311554
696,2.26095108986
699,2.3956874609
702,3.07573428154
703,1.78362636566
704,1.48629956245
705,1.76870772839
708,2.62899343967
709,2.42964706421
710,2.02413012981
711,2.2687335968
712,2.73158173561
713,2.88983383179
714,2.74053893089
724,2.26794481277
725,2.20258505344
727,1.6417018652
729,1.85488312244
731,2.73776285648
732,2.31424694061
735,2.64969079494
736,2.5285643816
738,2.39429717064
739,2.1931000948
741,2.99832801819
744,1.78950929642
745,2.35821118355
749,2.48746654987
750,2.43630635738
753,2.09652543068
754,2.12338223457
756,1.77571687698
759,2.67954130173
763,2.13010349274
764,1.78445510864
765,2.81042702198
770,2.99578485489
773,2.14457921982
774,1.81254267693
778,1.94684364796
780,2.14120528698
781,3.06771366596
783,2.83235890865
784,2.42816209793
790,2.3361448288
791,2.89474592209
792,2.28707766533
793,1.69581284523
794,2.29776105881
795,1.97121868134
796,2.14309051037
801,3.43741493225
802,2.51889588833
805,2.39557099342
808,2.22068650723
809,2.43834550381
813,2.23742392063
814,3.70646648407
815,1.23954677582
816,2.971879673
817,1.54218490124
821,1.96267454624
822,2.12545802593
823,2.29088175297
825,2.31932132244
826,2.46324951649
830,1.68332514763
832,2.92465281487
833,2.1387822628
835,1.71330201626
837,1.71976873875
838,1.79994308949
839,1.67894535065
841,2.45181279182
842,1.61584312916
844,3.23441381454
853,2.08697986603
855,2.47420430183
858,1.99212360382
859,1.88347806931
860,2.09349179268
861,2.11463186741
862,1.67628583908
868,1.84034237862
869,3.93141593933
874,2.90849723816
875,2.25658197403
877,2.80850236416
879,1.87295348644
885,2.20039830208
886,2.28283965588
887,2.75306582451
892,2.50332663059
894,1.8352707386
896,2.88925685883
898,1.78549525738
899,2.28053209782
900,2.43084611893
901,1.91493606567
903,3.06312522888
904,2.66960191727
906,2.33638324738
907,2.99025764465
908,2.0551461935
909,1.76347644329
915,2.21681044102
916,3.02299346924
917,2.19706788063
